iter	RMSE
350	1.466728915
351	1.464797647
352	1.464205578
353	1.461725765
354	1.46101502
355	1.460508944
356	1.457028741
357	1.455363244
358	1.452855481
359	1.450427786
360	1.449098585
361	1.446846964
362	1.444390394
363	1.443321621
364	1.441884742
365	1.440554388
366	1.438706064
367	1.435381137
368	1.434509776
369	1.432324201
370	1.429946765
371	1.428763902
372	1.427447185
373	1.426103584
374	1.425094486
375	1.422572879
376	1.421424176
377	1.418646122
378	1.417893919
379	1.416072206
380	1.413442611
381	1.410399308
382	1.408135741
383	1.405552144
384	1.404346374
385	1.40237579
386	1.400554229
387	1.399063139
388	1.396925359
389	1.395346421
390	1.39265816
391	1.392115586
392	1.390567523
393	1.390079699
394	1.387150361
395	1.385062004
396	1.383421578
397	1.381959435
398	1.379708019
399	1.379403822
400	1.37746776
401	1.375914127
402	1.374441046
403	1.371852785
404	1.369650482
405	1.367171518
406	1.36545092
407	1.363498298
408	1.362266405
409	1.359870834
410	1.357927354
411	1.356040982
412	1.355044128
413	1.353148602
414	1.350512697
415	1.348285723
416	1.347344238
417	1.345359834
418	1.343587808
419	1.342193861
420	1.340582172
421	1.338927121
422	1.337265727
423	1.335021845
424	1.332812978
425	1.330652631
426	1.328901429
427	1.326743812
428	1.324559815
429	1.323625525
430	1.32184297
431	1.320304785
432	1.318775242
433	1.318414413
434	1.316820404
435	1.31529461
436	1.314464417
437	1.311942136
438	1.311394621
439	1.308845078
440	1.306664446
441	1.305009511
442	1.303640081
443	1.301817577
444	1.299066487
445	1.298230663
446	1.297160737
447	1.295891439
448	1.294918794
449	1.293873794
450	1.291769838
451	1.290216011
452	1.289450895
453	1.28750575
454	1.285378251
455	1.284001423
456	1.281350447
457	1.280263161
458	1.279292296
459	1.278655791
460	1.277519745
461	1.276310939
462	1.276209929
463	1.27441792
464	1.272476681
465	1.271542496
466	1.270103492
467	1.269863563
468	1.269219737
469	1.267003347
470	1.265398293
471	1.26321537
472	1.26085609
473	1.258961255
474	1.257879539
475	1.255916742
476	1.254321308
477	1.252219356
478	1.251307261
479	1.249135658
480	1.248788492
481	1.247451341
482	1.246538458
483	1.246141483
484	1.245259043
485	1.244577756
486	1.243768765
487	1.242232349
488	1.241201724
489	1.239800936
490	1.238054015
491	1.237312281
492	1.235917482
493	1.234336202
494	1.233192537
495	1.231709249
496	1.230606945
497	1.229817382
498	1.227873784
499	1.22657294
500	1.225219808
501	1.223356174
502	1.222511505
503	1.221046998
504	1.220519777
505	1.21897427
506	1.217416174
507	1.215760353
508	1.214534101
509	1.213748648
510	1.211772231
511	1.209613698
512	1.207382696
513	1.206446521
514	1.205735165
515	1.203937072
516	1.202653096
517	1.200893889
518	1.199370524
519	1.198390977
520	1.197280596
521	1.19602144
522	1.194780847
523	1.193786105
524	1.192987208
525	1.191819041
526	1.190730555
527	1.188564598
528	1.187168338
529	1.18666525
530	1.185379097
531	1.184889355
532	1.184101312
533	1.183298568
534	1.182136753
535	1.181068486
536	1.180018872
537	1.179013545
538	1.178936677
539	1.177844274
540	1.177591348
541	1.176411538
542	1.174986358
543	1.173075877
544	1.171843398
545	1.170592058
546	1.169212713
547	1.168908061
548	1.167788525
549	1.166591086
550	1.164247077
551	1.162820022
552	1.161231526
553	1.159494136
554	1.158179389
555	1.157215877
556	1.156127137
557	1.153950034
558	1.152851472
559	1.152120722
560	1.150753697
561	1.149900574
562	1.149524147
563	1.148034343
564	1.145952132
565	1.145469569
566	1.144705913
567	1.144294875
568	1.142457004
569	1.139747899
570	1.13903563
571	1.138038609
572	1.1368552
573	1.136216519
574	1.136099299
575	1.135222404
576	1.133471171
577	1.132597205
578	1.131333326
579	1.130194105
580	1.128853515
581	1.127863126
582	1.126334397
583	1.124775371
584	1.124624864
585	1.124163375
586	1.123011498
587	1.122283365
588	1.121338497
589	1.119769304
590	1.119316743
591	1.118427765
592	1.116090758
593	1.115536749
594	1.115299747
595	1.114380593
596	1.114009341
597	1.113102624
598	1.112180791
599	1.111151775
600	1.111075514
601	1.110446059
602	1.109007219
603	1.108396841
604	1.107289658
605	1.105578238
606	1.105019985
607	1.103975515
608	1.102503433
609	1.10098628
610	1.100664945
611	1.100126787
612	1.098176186
613	1.097916444
614	1.09604588
615	1.094484993
616	1.092957814
617	1.091675965
618	1.089678335
619	1.088944538
620	1.088227427
621	1.087455752
622	1.085967249
623	1.085027786
624	1.083715435
625	1.083613956
626	1.082093769
627	1.081659314
628	1.080433342
629	1.079459228
630	1.078364341
631	1.07786517
632	1.076893109
633	1.076268633
634	1.076218103
635	1.075363767
636	1.073521379
637	1.071831992
638	1.070986372
639	1.06942636
640	1.069128322
641	1.067704062
642	1.066267093
643	1.066159541
644	1.06501135
645	1.06412345
646	1.06324471
647	1.062033801
648	1.061030568
649	1.059318495
650	1.059255819
651	1.058804949
652	1.057968662
653	1.057585954
654	1.056123244
655	1.054439356
656	1.053523917
657	1.052936148
658	1.052097466
659	1.051679585
660	1.049822419
661	1.049667899
662	1.048905892
663	1.047159201
664	1.046889736
665	1.044917795
666	1.044593153
667	1.04343959
668	1.04216271
669	1.040434851
670	1.040151407
671	1.039273839
672	1.038074163
673	1.037232737
674	1.035829695
675	1.035044461
676	1.034275142
677	1.033874941
678	1.032042127
679	1.031324437
680	1.030036421
681	1.029578128
682	1.02772673
683	1.027102211
684	1.026376622
685	1.02577067
686	1.024244664
687	1.023823841
688	1.02317153
689	1.021564036
690	1.020574411
691	1.020247185
692	1.019525961
693	1.019351401
694	1.017687435
695	1.016940033
696	1.016446153
697	1.015931841
698	1.01527386
699	1.013886918
700	1.013824238
701	1.012534383
702	1.011712218
703	1.010960863
704	1.010070499
705	1.008781438
706	1.008231642
707	1.007152951
708	1.006424535
709	1.005910144
710	1.005531687
711	1.005174984
712	1.004964248
713	1.003369864
714	1.003019794
715	1.0021798
716	1.001526626
717	1.000727286
718	1.000330033
719	1.000142037
720	0.9996340998
721	0.9990496652
722	0.9987165926
723	0.9983912885
724	0.9975618461
725	0.9969805151
726	0.9957871786
727	0.9946748329
728	0.9945028986
729	0.9933368198
730	0.992402651
731	0.9915640844
732	0.9908328379
733	0.9902245504
734	0.9889882088
735	0.9888850919
736	0.9872328401
737	0.9866010207
738	0.9865291378
739	0.9860257722
740	0.9845285101
741	0.9841149458
742	0.9826562168
743	0.9814106213
744	0.980187505
745	0.9793842269
746	0.9777074291
747	0.9764441221
748	0.975871982
749	0.9752888094
750	0.9742527295
751	0.9733155579
752	0.9729341761
753	0.9722059998
754	0.9720924103
755	0.9711879266
756	0.9702645013
757	0.9692910615
758	0.9689494981
759	0.9680560109
760	0.9666731474
761	0.9657374347
762	0.9649089276
763	0.964369348
764	0.9637947895
765	0.9625917047
766	0.9621109159
767	0.9608906906
768	0.9600455962
769	0.9594612126
770	0.95908402
771	0.957805987
772	0.9572011397
773	0.9564667267
774	0.9554861702
775	0.9543339611
776	0.9534430959
777	0.9529624516
778	0.9520961837
779	0.950602425
780	0.9492496612
781	0.9483658939
782	0.9480853368
783	0.947077658
784	0.946926743
785	0.946639237
786	0.9457354665
787	0.944566454
788	0.9433774528
789	0.9422556779
790	0.9411387216
791	0.9403743607
792	0.9396069406
793	0.9387761374
794	0.938156573
795	0.9374091812
796	0.9365603996
797	0.9361729563
798	0.9358274571
799	0.9346360278
800	0.9341280497
801	0.9332352377
802	0.9329590327
803	0.9323312697
804	0.9315662929
805	0.9309479467
806	0.9303773119
807	0.9297152601
808	0.9295621326
809	0.9289936111
810	0.9286407707
811	0.9274345015
812	0.9273585338
813	0.9258571066
814	0.9248175342
815	0.9229378695
816	0.9223485068
817	0.9209354135
818	0.9196202942
819	0.9186975818
820	0.9175807048
821	0.9163842335
822	0.9151907843
823	0.9149689578
824	0.9138478609
825	0.9137221013
826	0.9131870077
827	0.9126586525
828	0.9112092118
829	0.9102607204
830	0.9089908617
831	0.9083629641
832	0.907441082
833	0.9060995439
834	0.9052617975
835	0.9041509286
836	0.9033622477
837	0.9021957699
838	0.9007146222
839	0.8996575426
840	0.8988490314
841	0.898127868
842	0.8974618159
843	0.8967431004
844	0.8959515611
845	0.8950958896
846	0.8945588372
847	0.8939460319
848	0.8934392201
849	0.8929610274
850	0.8919957313
851	0.8912874919
852	0.8905034615
853	0.8900251654
854	0.8891432904
855	0.8888895101
856	0.8883772328
857	0.8881948099
858	0.8875496343
859	0.8865958018
860	0.8858961453
861	0.885324808
862	0.8851911529
863	0.8837116433
864	0.8833073693
865	0.882625598
866	0.8820880087
867	0.880752377
868	0.8804461169
869	0.8798960842
870	0.879415989
871	0.8782993681
872	0.8780394096
873	0.8769728282
874	0.8758895006
875	0.8744727769
876	0.873974228
877	0.8732833082
878	0.8722678909
879	0.8717122919
880	0.8708668707
881	0.87004475
882	0.8689096922
883	0.8677367049
884	0.8665746724
885	0.8661941169
886	0.8654772485
887	0.8648256256
888	0.8636988259
889	0.8625219071
890	0.8619836825
891	0.8619483323
892	0.8608848309
893	0.8600227637
894	0.8598424071
895	0.8587925449
896	0.857906224
897	0.8574320459
898	0.8572787611
899	0.8564948501
900	0.8557512366
901	0.8545987018
902	0.8541442806
903	0.8534395431
904	0.8520337431
905	0.8517291119
906	0.8511004087
907	0.8503842794
908	0.849803603
909	0.8491673464
910	0.8483466339
911	0.8468944906
912	0.8459908821
913	0.845904685
914	0.845231694
915	0.8446510485
916	0.8445031148
917	0.8439301278
918	0.8427774424
919	0.8421979992
920	0.8414462696
921	0.8410035564
922	0.8400161185
923	0.8398608657
924	0.8392608095
925	0.8383882686
926	0.8370506834
927	0.8368726783
928	0.8358182475
929	0.8351600054
930	0.8346308337
931	0.8336619311
932	0.8334939879
933	0.8334324367
934	0.8328922494
935	0.83228621
936	0.8314367163
937	0.8311726643
938	0.8306633088
939	0.8297509414
940	0.8288914918
941	0.828746191
942	0.828706567
943	0.8278518634
944	0.8272975902
945	0.826283943
946	0.8252169989
947	0.8246139036
948	0.8239878782
949	0.8233991331
950	0.8232156512
951	0.8228076735
952	0.8227960951
953	0.8227345632
954	0.8219202418
955	0.8217263829
956	0.8208815909
957	0.8204131871
958	0.8202606339
959	0.8193675776
960	0.819184101
961	0.8185864994
962	0.8181403002
963	0.817152985
964	0.8161012645
965	0.81560416
966	0.8153472358
967	0.8151361351
968	0.8144965697
969	0.8142030817
970	0.8132508664
971	0.8125118926
972	0.8124173427
973	0.8115995228
974	0.8101025875
975	0.8095058011
976	0.8093033208
977	0.8092890557
978	0.8086629265
979	0.8083620811
980	0.8070965473
981	0.8067329632
982	0.8063315437
983	0.8055258818
984	0.8042678935
985	0.8034533708
986	0.8032757556
987	0.8025653633
988	0.8024510737
989	0.802392395
990	0.8013324973
991	0.8010848669
992	0.8005366482
993	0.7995780761
994	0.7995049793
995	0.798492326
996	0.7981339508
997	0.7974671656
998	0.7964212525
999	0.7951658697
